Skill ID,Category,Subcategory,Skills,Skill Definition,Skill = Sub Category,Alternate Skill Names,Sl No,Name
Anal_741,Analysis,Statistical Software,Statgraphics,,FALSE,,741,Anal
Anal_742,Analysis,Statistical Software,STATISTICA,,FALSE,,742,Anal
Anal_743,Analysis,Statistical Software,Statistical Packages,,FALSE,,743,Anal
Anal_744,Analysis,Statistical Software,Statistical Programming,,FALSE,,744,Anal
Anal_745,Analysis,Statistical Software,Statsmodels,,FALSE,,745,Anal
Anal_746,Analysis,Statistical Software,StatXact,,FALSE,,746,Anal
Anal_747,Analysis,Statistical Software,SUDAAN (Software),,FALSE,,747,Anal
Anal_748,Analysis,Statistical Software,WinBUGS,,FALSE,,748,Anal
Anal_749,Analysis,Statistical Software,Winpepi,,FALSE,,749,Anal
Anal_750,Analysis,Statistical Software,XLSTAT,,FALSE,,750,Anal
Anal_751,Analysis,Statistics,Actuarial Science,,FALSE,,751,Anal
Anal_752,Analysis,Statistics,Analysis Of Covariance,,FALSE,,752,Anal
Anal_753,Analysis,Statistics,Analysis Of Variance (ANOVA),,FALSE,,753,Anal
Anal_754,Analysis,Statistics,Applied Statistics,,FALSE,,754,Anal
Anal_755,Analysis,Statistics,Autoregressive Integrated Moving Average (ARIMA),,FALSE,,755,Anal
Anal_756,Analysis,Statistics,Bayes Classifier,,FALSE,,756,Anal
Anal_757,Analysis,Statistics,Bayes Estimator,,FALSE,,757,Anal
Anal_758,Analysis,Statistics,Bayesian Inference,,FALSE,,758,Anal
Anal_759,Analysis,Statistics,Bayesian Modeling,,FALSE,,759,Anal
Anal_760,Analysis,Statistics,Bayesian Probability,,FALSE,,760,Anal
Anal_761,Analysis,Statistics,Bayesian Statistics,,FALSE,,761,Anal
Anal_762,Analysis,Statistics,Box-Jenkins,,FALSE,,762,Anal
Anal_763,Analysis,Statistics,Categorical Data,,FALSE,,763,Anal
Anal_764,Analysis,Statistics,Census Enumeration,,FALSE,,764,Anal
Anal_765,Analysis,Statistics,Chi-Squared Tests,,FALSE,,765,Anal
Anal_766,Analysis,Statistics,Computational Statistics,,FALSE,,766,Anal
Anal_767,Analysis,Statistics,Confidence Intervals,,FALSE,,767,Anal
Anal_768,Analysis,Statistics,Conjoint Analysis,,FALSE,,768,Anal
Anal_769,Analysis,Statistics,Contingency Tables,,FALSE,,769,Anal
Anal_770,Analysis,Statistics,Correspondence Analysis,,FALSE,,770,Anal
Anal_771,Analysis,Statistics,Decision Theories,,FALSE,,771,Anal
Anal_772,Analysis,Statistics,Dependent Variables,,FALSE,,772,Anal
Anal_773,Analysis,Statistics,Descriptive Statistics,,FALSE,,773,Anal
Anal_774,Analysis,Statistics,Economic Statistics,,FALSE,,774,Anal
Anal_775,Analysis,Statistics,Estimation Theories,,FALSE,,775,Anal
Anal_776,Analysis,Statistics,Factor Analysis,,FALSE,,776,Anal
Anal_777,Analysis,Statistics,Frequency Distribution,,FALSE,,777,Anal
Anal_778,Analysis,Statistics,Gaussian Process,,FALSE,,778,Anal
Anal_779,Analysis,Statistics,General Linear Models,,FALSE,,779,Anal
Anal_780,Analysis,Statistics,Generalized AutoRegressive Conditional Heteroskedasticity,,FALSE,,780,Anal
Anal_781,Analysis,Statistics,Generalized Linear Model,,FALSE,,781,Anal
Anal_782,Analysis,Statistics,Geostatistics,,FALSE,,782,Anal
Anal_783,Analysis,Statistics,Industrial Statistics,,FALSE,,783,Anal
Anal_784,Analysis,Statistics,Item Response Theory,,FALSE,,784,Anal
Anal_785,Analysis,Statistics,Kalman Filter,,FALSE,,785,Anal
Anal_786,Analysis,Statistics,Kernel Density Estimation,,FALSE,,786,Anal
Anal_787,Analysis,Statistics,Legal Analytics,,FALSE,,787,Anal
Anal_788,Analysis,Statistics,Linear Discriminant Analysis,,FALSE,,788,Anal
Anal_789,Analysis,Statistics,Linear Model,,FALSE,,789,Anal
Anal_790,Analysis,Statistics,Linear Regression,,FALSE,,790,Anal
Anal_791,Analysis,Statistics,Logistic Regression,,FALSE,,791,Anal
Anal_792,Analysis,Statistics,Mathematical Statistics,,FALSE,,792,Anal
Anal_793,Analysis,Statistics,Maximum Likelihood,,FALSE,,793,Anal
Anal_794,Analysis,Statistics,Median,,FALSE,,794,Anal
Anal_795,Analysis,Statistics,Medical Statistics,,FALSE,,795,Anal
Anal_796,Analysis,Statistics,Mixed Model,,FALSE,,796,Anal
Anal_797,Analysis,Statistics,Mixture Model,,FALSE,,797,Anal
Anal_798,Analysis,Statistics,Model Validation,,FALSE,,798,Anal
Anal_799,Analysis,Statistics,Moving Average,,FALSE,,799,Anal
Anal_800,Analysis,Statistics,Multilevel Model,,FALSE,,800,Anal
Anal_801,Analysis,Statistics,Multinomial Logistic Regression,,FALSE,,801,Anal
Anal_802,Analysis,Statistics,Multiple Linear Regression,,FALSE,,802,Anal
Anal_803,Analysis,Statistics,Multivariate Analysis,,FALSE,,803,Anal
Anal_804,Analysis,Statistics,Multivariate Analysis Of Variance,,FALSE,,804,Anal
Anal_805,Analysis,Statistics,Multivariate Statistics,,FALSE,,805,Anal
Anal_806,Analysis,Statistics,Naive Bayes Classifier,,FALSE,,806,Anal
Anal_807,Analysis,Statistics,Natural Process Variation,,FALSE,,807,Anal
Anal_808,Analysis,Statistics,Nonlinear Regression,,FALSE,,808,Anal
Anal_809,Analysis,Statistics,Nonparametric Statistics,,FALSE,,809,Anal
Anal_810,Analysis,Statistics,Normal Distribution,,FALSE,,810,Anal
Anal_811,Analysis,Statistics,Observational Error,,FALSE,,811,Anal
Anal_812,Analysis,Statistics,Ordinary Least Squares (Regression Analysis),,FALSE,,812,Anal
Anal_813,Analysis,Statistics,Outliers,,FALSE,,813,Anal
Anal_814,Analysis,Statistics,Panel Data,,FALSE,,814,Anal
Anal_815,Analysis,Statistics,Parametric Methods,,FALSE,,815,Anal
Anal_816,Analysis,Statistics,Parametric Statistics,,FALSE,,816,Anal
Anal_817,Analysis,Statistics,Pareto Analysis,,FALSE,,817,Anal
Anal_818,Analysis,Statistics,Particle Filter,,FALSE,,818,Anal
Anal_819,Analysis,Statistics,Path Analysis,,FALSE,,819,Anal
Anal_820,Analysis,Statistics,Point Estimation,,FALSE,,820,Anal
Anal_821,Analysis,Statistics,Polynomial Regression,,FALSE,,821,Anal
Anal_822,Analysis,Statistics,Predictive Modeling,,FALSE,,822,Anal
Anal_823,Analysis,Statistics,Predictive Statistics,,FALSE,,823,Anal
Anal_824,Analysis,Statistics,Principal Component Analysis,,FALSE,,824,Anal
Anal_825,Analysis,Statistics,Probabilistic Analysis,,FALSE,,825,Anal
Anal_826,Analysis,Statistics,Probability And Statistics,,FALSE,,826,Anal
Anal_827,Analysis,Statistics,Probability Distribution,,FALSE,,827,Anal
Anal_828,Analysis,Statistics,Probit,,FALSE,,828,Anal
Anal_829,Analysis,Statistics,Propagation Of Uncertainty,,FALSE,,829,Anal
Anal_830,Analysis,Statistics,Propensity Modeling,,FALSE,,830,Anal
Anal_831,Analysis,Statistics,Proportional Hazards Model,,FALSE,,831,Anal
Anal_832,Analysis,Statistics,Randomization,,FALSE,,832,Anal
Anal_833,Analysis,Statistics,Regression Analysis,,FALSE,,833,Anal
Anal_834,Analysis,Statistics,Response Surface Methodology,,FALSE,,834,Anal
Anal_835,Analysis,Statistics,Ridge/LASSO Regressions,,FALSE,,835,Anal
Anal_836,Analysis,Statistics,Robust Regression,,FALSE,,836,Anal
Anal_837,Analysis,Statistics,Robust Statistics,,FALSE,,837,Anal
Anal_838,Analysis,Statistics,Sampling (Statistics),,FALSE,,838,Anal
Anal_839,Analysis,Statistics,Sampling Design,,FALSE,,839,Anal
Anal_840,Analysis,Statistics,SAS Certified Associate,,FALSE,,840,Anal
Anal_841,Analysis,Statistics,Score Tests,,FALSE,,841,Anal
Anal_842,Analysis,Statistics,Simple Random Sample,,FALSE,,842,Anal
Anal_843,Analysis,Statistics,Social Statistics,,FALSE,,843,Anal
Anal_844,Analysis,Statistics,Softmax,,FALSE,,844,Anal
Anal_845,Analysis,Statistics,Standard Deviation,,FALSE,,845,Anal
Anal_846,Analysis,Statistics,Statistical Analysis,,FALSE,,846,Anal
Anal_847,Analysis,Statistics,Statistical Classification,,FALSE,,847,Anal
Anal_848,Analysis,Statistics,Statistical Hypothesis Testing,,FALSE,,848,Anal
Anal_849,Analysis,Statistics,Statistical Indicators,,FALSE,,849,Anal
Anal_850,Analysis,Statistics,Statistical Inference,,FALSE,,850,Anal
Anal_851,Analysis,Statistics,Statistical Learning Theory,,FALSE,,851,Anal
Anal_852,Analysis,Statistics,Statistical Methods,,FALSE,,852,Anal
Anal_853,Analysis,Statistics,Statistical Modeling,,FALSE,,853,Anal
Anal_854,Analysis,Statistics,Statistical Physics,,FALSE,,854,Anal
Anal_855,Analysis,Statistics,Statistical Reporting,,FALSE,,855,Anal
Anal_856,Analysis,Statistics,Statistical Survey,,FALSE,,856,Anal
Anal_857,Analysis,Statistics,Statistical Theory,,FALSE,,857,Anal
Anal_858,Analysis,Statistics,Statistical Thinking,,FALSE,,858,Anal
Anal_859,Analysis,Statistics,Stratified Sampling,,FALSE,,859,Anal
Anal_860,Analysis,Statistics,Structural Equation Modeling,,FALSE,,860,Anal
Anal_861,Analysis,Statistics,Survey Sampling,,FALSE,,861,Anal
Anal_862,Analysis,Statistics,Survival Analysis,,FALSE,,862,Anal
Anal_863,Analysis,Statistics,Systematic Sampling,,FALSE,,863,Anal
Anal_864,Analysis,Statistics,Taguchi Methods,,FALSE,,864,Anal
Anal_865,Analysis,Statistics,Test Statistics,,FALSE,,865,Anal
Anal_866,Analysis,Statistics,Topic Modeling,,FALSE,,866,Anal
Anal_867,Analysis,Statistics,Vital Statistics,,FALSE,,867,Anal
Anal_868,Analysis,Business Intelligence,Business Intelligence,,TRUE,,868,Anal
Anal_869,Analysis,Data Analysis,Data Analysis,,TRUE,,869,Anal
Anal_870,Analysis,Data Analysis,Data Interpretation,,FALSE,,870,Anal
Anal_871,Analysis,Data Science,Data Science,,TRUE,,871,Anal
Anal_872,Analysis,Data Visualization,Data Visualization,,TRUE,,872,Anal
Anal_873,Analysis,Image Analysis,Image Analysis,,TRUE,,873,Anal
Anal_874,Analysis,Mathematical Software,Mathematical Software,,TRUE,,874,Anal
Anal_875,Analysis,Natural Language Processing (NLP),Natural Language Processing (NLP),,TRUE,,875,Anal
Anal_876,Analysis,Statistical Software,Statistical Software,,TRUE,,876,Anal
Anal_877,Analysis,Statistics,Statistics,,TRUE,,877,Anal
Arch_1,Architecture and Construction,Architectural Design,Architectural Design,,TRUE,,1,Arch
Arch_2,Architecture and Construction,Architectural Design,Abvent Artlantis,,FALSE,,2,Arch
Arch_3,Architecture and Construction,Architectural Design,American Institute Of Architects,,FALSE,,3,Arch
Arch_4,Architecture and Construction,Architectural Design,Architect Registration Examination,,FALSE,,4,Arch
Arch_5,Architecture and Construction,Architectural Design,Architectural Development,,FALSE,,5,Arch
Arch_6,Architecture and Construction,Architectural Design,Architectural Drawing,,FALSE,,6,Arch
Arch_7,Architecture and Construction,Architectural Design,Architectural Leadership,,FALSE,,7,Arch
Arch_8,Architecture and Construction,Architectural Design,Architectural Models,,FALSE,,8,Arch
Arch_9,Architecture and Construction,Architectural Design,Architectural Planning,,FALSE,,9,Arch
Arch_10,Architecture and Construction,Architectural Design,Architectural Rendering,,FALSE,,10,Arch
Arch_11,Architecture and Construction,Architectural Design,Architectural Research,,FALSE,,11,Arch
Arch_12,Architecture and Construction,Architectural Design,Architectural Theory,,FALSE,,12,Arch
Arch_13,Architecture and Construction,Architectural Design,Architectural Visualization,,FALSE,,13,Arch
Arch_14,Architecture and Construction,Architectural Design,Architecture License,,FALSE,,14,Arch
Arch_15,Architecture and Construction,Architectural Design,AutoCAD Architecture,,FALSE,,15,Arch
Arch_16,Architecture and Construction,Architectural Design,Autodesk Revit,,FALSE,,16,Arch
Arch_17,Architecture and Construction,Architectural Design,Automatic Sprinkler System Layout,,FALSE,,17,Arch
Arch_18,Architecture and Construction,Architectural Design,Bentley LumenRT,,FALSE,,18,Arch
Arch_19,Architecture and Construction,Architectural Design,Brocade Certified San Designer,,FALSE,,19,Arch
Arch_20,Architecture and Construction,Architectural Design,Building Design,,FALSE,,20,Arch
Arch_21,Architecture and Construction,Architectural Design,Building Information Modeling,,FALSE,,21,Arch
Arch_22,Architecture and Construction,Architectural Design,Building Systems Design,,FALSE,,22,Arch
Arch_23,Architecture and Construction,Architectural Design,Certified Professional Building Designer,,FALSE,,23,Arch
Arch_24,Architecture and Construction,Architectural Design,Computer-Aided Architectural Design,,FALSE,,24,Arch
Arch_25,Architecture and Construction,Architectural Design,Conceptual Architecture,,FALSE,,25,Arch
Arch_26,Architecture and Construction,Architectural Design,Corona Renderer,,FALSE,,26,Arch
Arch_27,Architecture and Construction,Architectural Design,Ecological Design,,FALSE,,27,Arch
Arch_28,Architecture and Construction,Architectural Design,Final Sketches,,FALSE,,28,Arch
Arch_29,Architecture and Construction,Architectural Design,Hotel Design,,FALSE,,29,Arch
Arch_30,Architecture and Construction,Architectural Design,Landscape Architecture,,FALSE,,30,Arch
Arch_31,Architecture and Construction,Architectural Design,Landscape Design,,FALSE,,31,Arch
Arch_32,Architecture and Construction,Architectural Design,Landscape Planning,,FALSE,,32,Arch
Arch_33,Architecture and Construction,Architectural Design,Maxwell Render,,FALSE,,33,Arch
Arch_34,Architecture and Construction,Architectural Design,Offshore Structural Design,,FALSE,,34,Arch
Arch_35,Architecture and Construction,Architectural Design,Offshore Structures,,FALSE,,35,Arch
Arch_36,Architecture and Construction,Architectural Design,Pega Certified Business Architect,,FALSE,,36,Arch
Arch_37,Architecture and Construction,Architectural Design,PinkSoft FStorm,,FALSE,,37,Arch
Arch_38,Architecture and Construction,Architectural Design,Retail Design,,FALSE,,38,Arch
Arch_39,Architecture and Construction,Architectural Design,Siemens NX,,FALSE,,39,Arch
Arch_40,Architecture and Construction,Architectural Design,Spatial Design,,FALSE,,40,Arch
Arch_41,Architecture and Construction,Architectural Design,Spatial Planning,,FALSE,,41,Arch
Arch_42,Architecture and Construction,Architectural Design,Tebis,,FALSE,,42,Arch
Arch_43,Architecture and Construction,Architectural Design,Teradata Certified Design Architect V2r5,,FALSE,,43,Arch
Arch_44,Architecture and Construction,Architectural Design,Twinmotion,,FALSE,,44,Arch
Arch_45,Architecture and Construction,Architectural Design,Virtual Design And Construction (VDC),,FALSE,,45,Arch
Arch_46,Architecture and Construction,Carpentry,ACMA Certified Composites Technician (CCT),,FALSE,,46,Arch
Arch_47,Architecture and Construction,Carpentry,Bench Carpentry,,FALSE,,47,Arch
Arch_48,Architecture and Construction,Carpentry,Bridge Carpentry,,FALSE,,48,Arch
Arch_49,Architecture and Construction,Carpentry,Cabinetry,,FALSE,,49,Arch
Arch_50,Architecture and Construction,Carpentry,Certified Lead Carpenter,,FALSE,,50,Arch
Arch_51,Architecture and Construction,Carpentry,Closet Installation,,FALSE,,51,Arch
Arch_52,Architecture and Construction,Carpentry,Composite Decking,,FALSE,,52,Arch
Arch_53,Architecture and Construction,Carpentry,Custom Trim,,FALSE,,53,Arch
Arch_54,Architecture and Construction,Carpentry,Cutting Wood,,FALSE,,54,Arch
Arch_55,Architecture and Construction,Carpentry,Deck Building,,FALSE,,55,Arch
Arch_56,Architecture and Construction,Carpentry,Decorative Molding,,FALSE,,56,Arch
Arch_57,Architecture and Construction,Carpentry,Door Frames,,FALSE,,57,Arch
Arch_58,Architecture and Construction,Carpentry,Dropped Ceilings,,FALSE,,58,Arch
Arch_59,Architecture and Construction,Carpentry,Dry Rot,,FALSE,,59,Arch
Arch_60,Architecture and Construction,Carpentry,Edge Banding,,FALSE,,60,Arch
Arch_61,Architecture and Construction,Carpentry,Finish Carpentry,,FALSE,,61,Arch
Arch_62,Architecture and Construction,Carpentry,Form Carpentry,,FALSE,,62,Arch
Arch_63,Architecture and Construction,Carpentry,Framing And Trim,,FALSE,,63,Arch
Arch_64,Architecture and Construction,Carpentry,Framing Squares,,FALSE,,64,Arch
Arch_65,Architecture and Construction,Carpentry,French Doors,,FALSE,,65,Arch
Arch_66,Architecture and Construction,Carpentry,Hand Saw,,FALSE,,66,Arch
Arch_67,Architecture and Construction,Carpentry,Interior Trim,,FALSE,,67,Arch
Arch_68,Architecture and Construction,Carpentry,Laminated Veneer Lumber (LVL),,FALSE,,68,Arch
Arch_69,Architecture and Construction,Carpentry,Lumber,,FALSE,,69,Arch
Arch_70,Architecture and Construction,Carpentry,Metal Framing,,FALSE,,70,Arch
Arch_71,Architecture and Construction,Carpentry,Millwork,,FALSE,,71,Arch
Arch_72,Architecture and Construction,Carpentry,Mortiser,,FALSE,,72,Arch
Arch_73,Architecture and Construction,Carpentry,Paneling,,FALSE,,73,Arch
Arch_74,Architecture and Construction,Carpentry,Pocket Doors,,FALSE,,74,Arch
Arch_75,Architecture and Construction,Carpentry,Refinishing,,FALSE,,75,Arch
Arch_76,Architecture and Construction,Carpentry,Rip Saw,,FALSE,,76,Arch
Arch_77,Architecture and Construction,Carpentry,Soffit,,FALSE,,77,Arch
Arch_78,Architecture and Construction,Carpentry,Stairs And Railings,,FALSE,,78,Arch
Arch_79,Architecture and Construction,Carpentry,Wainscot Paneling,,FALSE,,79,Arch
Arch_80,Architecture and Construction,Carpentry,Window And Door Installation,,FALSE,,80,Arch
Arch_81,Architecture and Construction,Carpentry,Wood Assembly,,FALSE,,81,Arch
Arch_82,Architecture and Construction,Carpentry,Wood Framing,,FALSE,,82,Arch
Arch_83,Architecture and Construction,Carpentry,Wooden Structures,,FALSE,,83,Arch
Arch_84,Architecture and Construction,Carpentry,Woodworking,,FALSE,,84,Arch
Arch_85,Architecture and Construction,Carpentry,Woodworking Machines,,FALSE,,85,Arch
Arch_86,Architecture and Construction,Concrete and Masonry,American Concrete Institute (ACI) Certification,,FALSE,,86,Arch
Arch_87,Architecture and Construction,Concrete and Masonry,Concrete Admixtures,,FALSE,,87,Arch
Arch_88,Architecture and Construction,Concrete and Masonry,Concrete Finishing,,FALSE,,88,Arch
Arch_89,Architecture and Construction,Concrete and Masonry,Concrete Flatwork Finisher And Technician,,FALSE,,89,Arch
Arch_90,Architecture and Construction,Concrete and Masonry,Concrete Forming,,FALSE,,90,Arch
Arch_91,Architecture and Construction,Concrete and Masonry,Concrete Mixing And Batching,,FALSE,,91,Arch
Arch_92,Architecture and Construction,Concrete and Masonry,Concrete Placement,,FALSE,,92,Arch
Arch_93,Architecture and Construction,Concrete and Masonry,Concrete Pouring,,FALSE,,93,Arch
Arch_94,Architecture and Construction,Concrete and Masonry,Concrete Vibrators,,FALSE,,94,Arch
Arch_95,Architecture and Construction,Concrete and Masonry,Masonry,,FALSE,,95,Arch
Arch_96,Architecture and Construction,Concrete and Masonry,NCCER Concrete Construction,,FALSE,,96,Arch
Arch_97,Architecture and Construction,Concrete and Masonry,NCCER Masonry,,FALSE,,97,Arch
Arch_98,Architecture and Construction,Concrete and Masonry,Pavers,,FALSE,,98,Arch
Arch_99,Architecture and Construction,Concrete and Masonry,Paving,,FALSE,,99,Arch
Arch_100,Architecture and Construction,Concrete and Masonry,Prestressed Concrete Special Inspector,,FALSE,,100,Arch
Arch_101,Architecture and Construction,Concrete and Masonry,Ready Mix Concrete,,FALSE,,101,Arch
Arch_102,Architecture and Construction,Concrete and Masonry,Rebar,,FALSE,,102,Arch
Arch_103,Architecture and Construction,Concrete and Masonry,Rebar Tying,,FALSE,,103,Arch
Arch_104,Architecture and Construction,Concrete and Masonry,Reinforced Concrete,,FALSE,,104,Arch
Arch_105,Architecture and Construction,Concrete and Masonry,Reinforced Concrete Special Inspector,,FALSE,,105,Arch
Arch_106,Architecture and Construction,Concrete and Masonry,Reinforced Masonry,,FALSE,,106,Arch
Arch_107,Architecture and Construction,Concrete and Masonry,Retaining Wall,,FALSE,,107,Arch
Arch_108,Architecture and Construction,Concrete and Masonry,Steel Forms,,FALSE,,108,Arch
Arch_109,Architecture and Construction,Concrete and Masonry,Stonemasonry,,FALSE,,109,Arch
Arch_110,Architecture and Construction,Concrete and Masonry,Tiling,,FALSE,,110,Arch
Arch_111,Architecture and Construction,Concrete and Masonry,Tuckpointing,,FALSE,,111,Arch
Arch_112,Architecture and Construction,Concrete and Masonry,Concrete and Masonry,,TRUE,,112,Arch
Arch_113,Architecture and Construction,Construction Estimating,Accubid (Estimating Software),,FALSE,,113,Arch
Arch_114,Architecture and Construction,Construction Estimating,Certified Estimating Professional,,FALSE,,114,Arch
Arch_115,Architecture and Construction,Construction Estimating,Certified Professional Estimator,,FALSE,,115,Arch
Arch_116,Architecture and Construction,Construction Estimating,Construction Estimating Software,,FALSE,,116,Arch
Arch_117,Architecture and Construction,Construction Estimating,Cost Estimation,,FALSE,,117,Arch
Arch_118,Architecture and Construction,Construction Estimating,Electrical Estimating,,FALSE,,118,Arch
Arch_119,Architecture and Construction,Construction Estimating,Engineering Procurement Construction Estimating,,FALSE,,119,Arch
Arch_120,Architecture and Construction,Construction Estimating,Equipment Cost,,FALSE,,120,Arch
Arch_121,Architecture and Construction,Construction Estimating,HVAC Estimating,,FALSE,,121,Arch
Arch_122,Architecture and Construction,Construction Estimating,NCCER Sustainable Construction,,FALSE,,122,Arch
Arch_123,Architecture and Construction,Construction Estimating,On-Screen Takeoff (Estimating Software),,FALSE,,123,Arch
Arch_124,Architecture and Construction,Construction Estimating,ProEst (Estimating Software),,FALSE,,124,Arch
Arch_125,Architecture and Construction,Construction Estimating,Quantity Surveying,,FALSE,,125,Arch
Arch_126,Architecture and Construction,Construction Estimating,Quantity Take-Offs,,FALSE,,126,Arch
Arch_127,Architecture and Construction,Construction Estimating,Site Survey,,FALSE,,127,Arch
Arch_128,Architecture and Construction,Construction Estimating,SmartBid (Software),,FALSE,,128,Arch
Arch_129,Architecture and Construction,Construction Inspection,10-Hour OSHA Construction Card,,FALSE,,129,Arch
Arch_130,Architecture and Construction,Construction Inspection,30-Hour OSHA Construction Card,,FALSE,,130,Arch
Arch_131,Architecture and Construction,Construction Inspection,Accessibility Inspector/Plans Examination,,FALSE,,131,Arch
Arch_132,Architecture and Construction,Construction Inspection,ACI Aggregate Testing Technician,,FALSE,,132,Arch
Arch_133,Architecture and Construction,Construction Inspection,ACI Concrete Field Testing Technician,,FALSE,,133,Arch
Arch_134,Architecture and Construction,Construction Inspection,ACI Concrete Laboratory Testing Technician,,FALSE,,134,Arch
Arch_135,Architecture and Construction,Construction Inspection,ACI Concrete Strength Testing Technician,,FALSE,,135,Arch
Arch_136,Architecture and Construction,Construction Inspection,AISC 360 Specification For Structural Steel Buildings,,FALSE,,136,Arch
Arch_137,Architecture and Construction,Construction Inspection,Asbestos Abatement Supervisor License/Certification,,FALSE,,137,Arch
Arch_138,Architecture and Construction,Construction Inspection,Asbestos Inspector License/Certification,,FALSE,,138,Arch
Arch_139,Architecture and Construction,Construction Inspection,Associate Constructor Certification,,FALSE,,139,Arch
Arch_140,Architecture and Construction,Construction Inspection,Bridge Safety Inspections,,FALSE,,140,Arch
Arch_141,Architecture and Construction,Construction Inspection,Building Code Review,,FALSE,,141,Arch
Arch_142,Architecture and Construction,Construction Inspection,Building Codes,,FALSE,,142,Arch
Arch_143,Architecture and Construction,Construction Inspection,Building Inspections,,FALSE,,143,Arch
Arch_144,Architecture and Construction,Construction Inspection,Building Plans Examination,,FALSE,,144,Arch
Arch_145,Architecture and Construction,Construction Inspection,Certified Associate Welding Inspector,,FALSE,,145,Arch
Arch_146,Architecture and Construction,Construction Inspection,Certified Building Commissioning Professional,,FALSE,,146,Arch
Arch_147,Architecture and Construction,Construction Inspection,Certified Building Inspector,,FALSE,,147,Arch
Arch_148,Architecture and Construction,Construction Inspection,Certified Building Plans Examiner,,FALSE,,148,Arch
Arch_149,Architecture and Construction,Construction Inspection,Certified Commercial Building Inspector,,FALSE,,149,Arch
Arch_150,Architecture and Construction,Construction Inspection,Certified Construction Specifier,,FALSE,,150,Arch
Arch_151,Architecture and Construction,Construction Inspection,Certified Housing Code Official,,FALSE,,151,Arch
Arch_152,Architecture and Construction,Construction Inspection,Certified Mechanical Inspector,,FALSE,,152,Arch
Arch_153,Architecture and Construction,Construction Inspection,Certified Mold Inspectors And Contractors Institute,,FALSE,,153,Arch
Arch_154,Architecture and Construction,Construction Inspection,Certified Playground Safety Inspector,,FALSE,,154,Arch
Arch_155,Architecture and Construction,Construction Inspection,Certified Professional Constructor,,FALSE,,155,Arch
Arch_156,Architecture and Construction,Construction Inspection,Certified Public Infrastructure Inspector,,FALSE,,156,Arch
Arch_157,Architecture and Construction,Construction Inspection,Certified Survey Technician,,FALSE,,157,Arch
Arch_158,Architecture and Construction,Construction Inspection,Certified Weather Observer,,FALSE,,158,Arch
Arch_159,Architecture and Construction,Construction Inspection,Certified Welding Inspector,,FALSE,,159,Arch
Arch_160,Architecture and Construction,Construction Inspection,Combination Inspection,,FALSE,,160,Arch
Arch_161,Architecture and Construction,Construction Inspection,Commercial Building Inspection,,FALSE,,161,Arch
Arch_162,Architecture and Construction,Construction Inspection,Commercial Combination Inspection,,FALSE,,162,Arch
Arch_163,Architecture and Construction,Construction Inspection,Commercial Electrical Inspection,,FALSE,,163,Arch
Arch_164,Architecture and Construction,Construction Inspection,Commercial Mechanical Inspection,,FALSE,,164,Arch
Arch_165,Architecture and Construction,Construction Inspection,Commercial Plumbing Inspection,,FALSE,,165,Arch
Arch_166,Architecture and Construction,Construction Inspection,Commissioning,,FALSE,,166,Arch
Arch_167,Architecture and Construction,Construction Inspection,Commissioning Management Systems,,FALSE,,167,Arch
Arch_168,Architecture and Construction,Construction Inspection,Concrete Transportation Construction Inspector,,FALSE,,168,Arch
Arch_169,Architecture and Construction,Construction Inspection,Construction Documents Technologist,,FALSE,,169,Arch
Arch_170,Architecture and Construction,Construction Inspection,Construction Quality Control,,FALSE,,170,Arch
Arch_171,Architecture and Construction,Construction Inspection,Construction Quality Management,,FALSE,,171,Arch
Arch_172,Architecture and Construction,Construction Inspection,Control Tower Operator (CTO) Certification,,FALSE,,172,Arch
Arch_173,Architecture and Construction,Construction Inspection,Electrical Inspection,,FALSE,,173,Arch
Arch_174,Architecture and Construction,Construction Inspection,Electrical Plans Examination,,FALSE,,174,Arch
Arch_175,Architecture and Construction,Construction Inspection,Field Inspection,,FALSE,,175,Arch
Arch_176,Architecture and Construction,Construction Inspection,Institute Of Inspection Cleaning And Restoration Certification,,FALSE,,176,Arch
Arch_177,Architecture and Construction,Construction Inspection,International Building Codes,,FALSE,,177,Arch
Arch_178,Architecture and Construction,Construction Inspection,International Residential Codes,,FALSE,,178,Arch
Arch_179,Architecture and Construction,Construction Inspection,Mechanical Plans Examination,,FALSE,,179,Arch
Arch_180,Architecture and Construction,Construction Inspection,National Center For Construction Education & Research (NCCER) Certification,,FALSE,,180,Arch
Arch_181,Architecture and Construction,Construction Inspection,NCCER Cabinetmaking,,FALSE,,181,Arch
Arch_182,Architecture and Construction,Construction Inspection,NCCER Construction Technology,,FALSE,,182,Arch
Arch_183,Architecture and Construction,Construction Inspection,NCCER Drywall,,FALSE,,183,Arch
Arch_184,Architecture and Construction,Construction Inspection,NCCER Fall Protection Orientation,,FALSE,,184,Arch
Arch_185,Architecture and Construction,Construction Inspection,NCCER Foreman,,FALSE,,185,Arch
Arch_186,Architecture and Construction,Construction Inspection,NCCER HEO Off-Road Dump Truck,,FALSE,,186,Arch
Arch_187,Architecture and Construction,Construction Inspection,NCCER HEO Scraper,,FALSE,,187,Arch
Arch_188,Architecture and Construction,Construction Inspection,NCCER Pipeline Corrosion Control,,FALSE,,188,Arch
Arch_189,Architecture and Construction,Construction Inspection,NCCER Pipeline Field & Control Center Operations,,FALSE,,189,Arch
